id,length,atomic_fraction,structure__id,structure__nsites,structure__nelement,structure__density,structure__spacegroup,structure__formula_full,structure__formula_reduced,structure__chemical_system,structure__formula_anonymous,structure__e_above_hull,structure__hostlattice__dimension,structure__matprojdata2__band_gap,structure__matprojdata2__cost_per_mol,structure__matprojdata2__cost_per_kg,structure__prototype2__name,structure__prototype2__formula_reduced,structure__prototype3__number,empiricalmeasures__dimensionality,empiricalmeasures__dimensionality_cumlengths,empiricalmeasuresb__ewald_energyb,empiricalmeasures__ionic_radii_overlap_cations,empiricalmeasures__ionic_radii_overlap_anions,relative__length,relative__barrier,vaspcalca__energy_barrier,empcorbarrier__barrier,vaspcalcb__energy_barrier
8686,2.5682067905723223,0.75,mp-1103295,12,2,2.9027616236418883,150,Al3 F9,AlF3,Al-F,AB3,0.002904201249999794,0.0,7.4257,0.45950441911520506,1.8239351134818051,,,110.0,2,3,-1.0265715387322416,0.10875010283119635,0.11951155593191043,,,1.7436558900000136,1.0762670836100074,
8645,4.675363787983074,0.3333333333333333,mp-753661,12,3,5.137197604836241,14,Sb4 O4 F4,SbOF,F-O-Sb,ABC,0.05708921895833363,2.0,2.9534,2.9696454769257548,4.736040913643016,,,1027.0,1,2,-2.0713190936803585,-0.39887887774308384,0.36980623848538086,0.7574579383364235,1.0587661981199834,2.804319890000045,1.6585716196100246,
8725,2.71989498378089,0.3333333333333333,mp-758859,12,3,5.1069187537961085,92,Co4 O4 F4,CoOF,Co-F-O,ABC,0.1487430779166683,3.0,0.0,7.881719059228246,20.977417500583954,,,2661.0,3,3,-1.1884300251831519,0.12445201217533852,0.19045158250098781,0.0,0.0,0.9226222999999436,0.6255196426999691,
8650,4.043280133071101,0.16666666666666666,mp-755587,12,3,4.114715820186388,63,V4 O6 F2,V2O3F,F-O-V,AB2C3,0.0,3.0,1.4196,72.82915954420781,215.62449872388152,,,3167.0,1,1,10.920509952662087,0.19682104787259913,1.2184552078015989,0.0,2.115339058890009,8.878776609999932,4.993448358889963,
8627,3.222895745984,0.8333333333333334,mp-8511,12,2,2.286484225880321,194,P2 F10,PF5,F-P,AB5,0.0,0.0,7.1089,0.516209458261609,2.0490067486424763,,,4836.0,0,3,,0.053856795992759166,0.4885898081586577,,,8.020013989999995,4.521987680509998,
8726,2.7178860012541173,0.3333333333333333,mp-752496,12,3,4.249252516255022,14,Ti4 O4 F4,TiOF,F-O-Ti,ABC,0.0721829469444426,2.0,0.0,2.2749786771658163,6.863525254688593,,,1027.0,1,2,-1.2735203856755106,0.1929439841284406,0.06571303285633956,0.07836267589752455,0.06836309955001518,0.9387316999999484,0.6343637032999717,
8741,2.632649920831458,0.6666666666666666,mp-5259,12,3,3.590352855536938,127,Rb2 Al2 F8,RbAlF4,Al-F-Rb,ABC4,0.0003130476666663995,3.0,6.9441999999999995,26495.73611244694,70301.74364378826,,,1958.0,2,2,-0.8583503346039834,0.11414819727761083,0.1690515821394647,0.020753133215889136,0.2174515983000378,1.6634345400000257,1.032225562460014,
8739,2.5791249962047904,0.6666666666666666,mp-5259,12,3,3.590352855536938,127,Rb2 Al2 F8,RbAlF4,Al-F-Rb,ABC4,0.0003130476666663995,3.0,6.9441999999999995,26495.73611244694,70301.74364378826,,,1958.0,2,2,,-0.07649796199215153,0.11140527765817687,0.0,0.0,1.2673478399999567,0.8147739641599763,
8723,2.6968804150394012,0.3333333333333333,mp-752496,12,3,4.249252516255022,14,Ti4 O4 F4,TiOF,F-O-Ti,ABC,0.0721829469444426,2.0,0.0,2.2749786771658163,6.863525254688593,,,1027.0,1,2,-1.6859789822256062,0.18051107034505853,-0.07894142643811142,0.07002838956290817,0.0,0.8142087499999207,0.5660006037499565,
8653,4.821377522426345,0.16666666666666666,mp-755587,12,3,4.114715820186388,63,V4 O6 F2,V2O3F,F-O-V,AB2C3,0.0,3.0,1.4196,72.82915954420781,215.62449872388152,,,3167.0,2,3,7.679925078924953,-0.3487860863898127,0.8722042815681299,0.19244211722827986,0.9955375606800638,6.8390653200000315,3.873646860680018,
8667,4.124980274113563,0.16666666666666666,mp-753189,12,4,3.4657904264978203,8,Li4 V2 O4 F2,Li2VO2F,F-Li-O-V,ABC2D2,0.09907262999999755,3.0,0.9717000000000002,38.71199034079796,167.12033895756903,,,3325.0,1,1,7.558202153385082,0.2079846205217517,1.3660240806047153,0.45760552969962204,4.177193653889972,9.108643130000019,5.11964507837001,
8779,2.8988958457922154,0.6666666666666666,mp-1227095,12,3,4.354969988312928,14,Ca2 Pd2 F8,CaPdF4,Ca-F-Pd,ABC4,0.06724226416666301,3.0,0.0,10536.036797614075,23677.379719311168,,,1478.0,1,2,-1.8796936345909216,0.20125144096438952,0.08669449220146941,0.01993639403864716,0.2654099324999819,0.8383462399999644,0.5792520857599806,
8770,2.977387329169828,0.3333333333333333,mp-772395,12,4,3.020536640834757,4,Li2 V2 O4 F4,LiV(OF)2,F-Li-O-V,ABC2D2,0.003913518333333421,1.0,2.2158,37.651909664940305,147.21796692929448,,,1734.0,1,1,0.4543269035157209,0.20834212115488637,0.06969700837165638,0.1025466333906635,0.0,0.8179967699999224,0.5680802267299574,
8785,2.957216098593439,0.6666666666666666,mp-1227095,12,3,4.354969988312928,14,Ca2 Pd2 F8,CaPdF4,Ca-F-Pd,ABC4,0.06724226416666301,3.0,0.0,10536.036797614075,23677.379719311168,,,1478.0,1,2,-1.6847450435130895,0.23991281678942888,0.12309038195274047,0.040455568064110214,0.0,0.35490373999999747,0.31384215325999865,
8825,2.941867763231582,0.3333333333333333,mp-753708,12,3,3.9137211916773027,14,Ti4 O4 F4,TiOF,F-O-Ti,ABC,0.04340324277777441,2.0,,2.2749786771658163,6.863525254688593,,,2098.0,1,2,-1.1800552628033074,0.22893734329584836,0.34312990470668225,0.08188963768512235,0.1878307315199551,1.5050852199999554,0.9452917857799755,
8679,4.124980274113564,0.16666666666666666,mp-753189,12,4,3.4657904264978203,8,Li4 V2 O4 F2,Li2VO2F,F-Li-O-V,ABC2D2,0.09907262999999755,3.0,0.9717000000000002,38.71199034079796,167.12033895756903,,,3325.0,1,1,7.222928336826499,0.18082725255208554,1.4558474531335042,0.45760552969962237,5.475906390420011,11.474240100000088,6.418357814900049,
8824,2.857217856319684,0.3333333333333333,mp-753708,12,3,3.9137211916773027,14,Ti4 O4 F4,TiOF,F-O-Ti,ABC,0.04340324277777441,2.0,,2.2749786771658163,6.863525254688593,,,2098.0,1,2,-2.3173146805143006,0.20546885816177962,0.22297195897198474,0.050759123165192974,0.0,1.162952740000037,0.7574610542600204,
8840,2.800754783422955,0.6666666666666666,mp-752768,12,3,4.212250369595147,140,Li2 Ag2 F8,LiAgF4,Ag-F-Li,ABC4,0.035756657499999456,0.0,1.1198000000000001,113.80831565577428,298.2354243760499,,,1457.0,2,3,-1.5175301369315548,-0.18572788159735087,-0.1156957903351934,,,0.4724413900000286,0.3783703231100157,
8733,4.141352389239211,0.3333333333333333,mp-758859,12,3,5.1069187537961085,92,Co4 O4 F4,CoOF,Co-F-O,ABC,0.1487430779166683,3.0,0.0,7.881719059228246,20.977417500583954,,,2661.0,1,3,9.256571261174486,0.07558456529730662,0.964025274273518,0.5226148119448243,3.3621490664100553,7.046755390000044,3.9876687091100242,
8857,2.7339238000861066,0.6666666666666666,mp-753541,12,3,3.6344658005732513,140,Li2 Cu2 F8,LiCuF4,Cu-F-Li,ABC4,0.04354118583333033,0.0,1.0159,2.1722032943533334,7.414644346381381,,,1457.0,2,3,-0.8392719740190842,-0.1086132610053232,0.12532493151176638,,,0.4830074399999944,0.38417108455999693,
8740,4.4074432588666435,0.3333333333333333,mp-758859,12,3,5.1069187537961085,92,Co4 O4 F4,CoOF,Co-F-O,ABC,0.1487430779166683,3.0,0.0,7.881719059228246,20.977417500583954,,,2661.0,2,3,6.7365267228005905,-0.3137494276738224,0.597943275817078,0.6204461147025297,2.7652471035300477,5.95950227000003,3.3907667462300166,
8783,3.52309,0.3333333333333333,mp-772395,12,4,3.020536640834757,4,Li2 V2 O4 F4,LiV(OF)2,F-Li-O-V,ABC2D2,0.003913518333333421,1.0,2.2158,37.651909664940305,147.21796692929448,,,1734.0,1,1,4.802490881816993,0.26093405166929196,0.5416445429220227,0.3046240173647057,0.8403766772400394,2.348737529999994,1.4084569039699968,
8745,4.480373,0.3333333333333333,mp-758859,12,3,5.1069187537961085,92,Co4 O4 F4,CoOF,Co-F-O,ABC,0.1487430779166683,3.0,0.0,7.881719059228246,20.977417500583954,,,2661.0,2,3,7.034060916594171,-0.12399593452725166,0.6916030433252025,0.6472595547685054,3.0084422725800155,6.402480719999971,3.6339619152799845,
8751,4.658359426708153,0.3333333333333333,mp-758859,12,3,5.1069187537961085,92,Co4 O4 F4,CoOF,Co-F-O,ABC,0.1487430779166683,3.0,0.0,7.881719059228246,20.977417500583954,,,2661.0,1,3,6.446739504114248,0.441431607104247,1.1324762016777004,0.7126982675752537,4.536678755070032,9.186153730000001,5.162198397770001,
8864,3.2210474095694175,0.3333333333333333,mp-753478,12,3,8.073413969786634,14,Bi4 O4 F4,BiOF,Bi-F-O,ABC,0.018685174166666485,2.0,2.5886,5.4661452520630185,5.601059010864952,,,1027.0,1,2,-1.8513173162627936,0.22878689384515027,0.1517842177179629,0.14964087381789332,0.1800066854699769,0.7456677299999797,0.5283715837699889,
8858,3.0073931676907377,0.3333333333333333,mp-753478,12,3,8.073413969786634,14,Bi4 O4 F4,BiOF,Bi-F-O,ABC,0.018685174166666485,2.0,2.5886,5.4661452520630185,5.601059010864952,,,1027.0,1,2,-1.8861799460173643,0.185724324530816,-0.14205245943314093,0.07338442115017563,0.0,0.41778670000002194,0.34836489830001205,
8915,2.9745077988742703,0.3333333333333333,mp-1539853,12,4,3.0373809597579084,11,Li2 V2 O4 F4,LiV(OF)2,F-Li-O-V,ABC2D2,0.0,1.0,,37.651909664940305,147.21796692929448,,,1734.0,1,1,-1.266636293396914,0.23228828242292177,0.326804709184946,0.08402639678560121,0.14599382417994,1.181088999999929,0.7674178609999611,
8919,3.0038999594357767,0.3333333333333333,mp-1539853,12,4,3.0373809597579084,11,Li2 V2 O4 F4,LiV(OF)2,F-Li-O-V,ABC2D2,0.0,1.0,,37.651909664940305,147.21796692929448,,,1734.0,1,1,1.265646586510229,0.13616075324238652,0.08089702495959994,0.09473804390896463,0.0,0.9151621800000385,0.6214240368200211,
8827,4.770315,0.3333333333333333,mp-753708,12,3,3.9137211916773027,14,Ti4 O4 F4,TiOF,F-O-Ti,ABC,0.04340324277777441,2.0,,2.2749786771658163,6.863525254688593,,,2098.0,1,2,4.608724667191382,0.1173137250921572,0.8106165517022432,0.7543121521290612,2.656194940350023,6.001194890000079,3.4136559946100435,
8926,2.7902439784263713,0.6666666666666666,mp-777801,12,3,3.0452060505740506,15,Li2 Fe2 F8,LiFeF4,F-Fe-Li,ABC4,0.05113941416666634,3.0,3.8624,1.4570078546004899,5.249358409738987,,,1505.0,1,3,-2.0026046335929095,0.0473186315355143,0.16825031021798154,,,0.5685430899999915,0.43113015640999536,
8967,2.862491601702947,0.6666666666666666,mp-755244,12,3,3.226294584583514,109,Li2 V2 F8,LiVF4,F-Li-V,ABC4,0.10293704749999666,1.0,2.1951,37.78188228204739,141.1076311707192,,,3581.0,3,3,0.04444114948682909,0.17673158098361763,0.15764304074592816,0.08035409901900534,0.0,0.5110078100000237,0.399543287690013,0.24296102000005249
8936,2.759520541165668,0.6666666666666666,mvc-16583,12,3,3.422663292460138,15,Mg2 Cr2 F8,MgCrF4,Cr-F-Mg,ABC4,0.03850719833333205,3.0,3.4290000000000003,1.3699583746305715,4.497721391362708,,,3258.0,1,3,-1.9128483452859655,0.09217487539034175,0.1157171417033318,,,1.0740397099999655,0.7086478007899811,
8966,2.8775508668791066,0.6666666666666666,mp-754895,12,3,3.1874713800130783,14,Li2 V2 F8,LiVF4,F-Li-V,ABC4,0.10855553749999647,1.0,2.4352,37.78188228204739,141.1076311707192,,,2218.0,1,2,-0.7162954233899654,0.13363760961215365,0.1359016369251118,0.08656371828329154,0.0448593664500444,1.0413326500000721,0.6906916248500397,
8963,2.8591219479395322,0.6666666666666666,mp-755244,12,3,3.226294584583514,109,Li2 V2 F8,LiVF4,F-Li-V,ABC4,0.10293704749999666,1.0,2.1951,37.78188228204739,141.1076311707192,,,3581.0,3,3,-0.8891517591634965,0.15396762260577646,0.13390993837913667,0.07908233310241221,0.010003696830001463,0.5292294800000263,0.4095469845200145,0.6921785299999783
8989,2.853698444097686,0.6666666666666666,mp-12266,12,3,3.8105309222498933,140,Ca2 Cu2 F8,CaCuF4,Ca-Cu-F,ABC4,0.0,3.0,0.7948999999999999,1.2193532546826176,3.394303142369789,,,1457.0,2,3,-1.5680951753497538,0.12161709924395536,0.16708502931854996,0.06623275816953383,0.0,0.43498053999996955,0.3578043164599833,
8965,2.824145963732992,0.6666666666666666,mp-754895,12,3,3.1874713800130783,14,Li2 V2 F8,LiVF4,F-Li-V,ABC4,0.10855553749999647,1.0,2.4352,37.78188228204739,141.1076311707192,,,2218.0,1,2,-1.6484709299143105,0.1395795509202722,0.15348774521527808,0.066398017372525,0.0,0.9596215999999913,0.6458322583999953,
8920,3.53905534,0.3333333333333333,mp-1539853,12,4,3.0373809597579084,11,Li2 V2 O4 F4,LiV(OF)2,F-Li-O-V,ABC2D2,0.0,1.0,,37.651909664940305,147.21796692929448,,,1734.0,1,1,4.627217123771061,0.26663626494490167,0.5619865523284249,0.2897694905009066,0.8403475033799271,2.4458497999999054,1.4617715401999483,
9027,2.805298555843115,0.6666666666666666,mp-1176693,12,3,2.9187873658958265,12,Li2 Fe2 F8,LiFeF4,F-Fe-Li,ABC4,0.015428944166667513,2.0,3.6584999999999996,1.4570078546004899,5.249358409738987,AlNbO4,NbAlO4,,1,1,-0.8122506096719917,-0.09939744236689019,-0.17111892298468412,0.13190487109310386,0.21554045793000035,0.45657115000000204,0.3696575613500011,
9025,2.770256419370549,0.6666666666666666,mp-1176693,12,3,2.9187873658958265,12,Li2 Fe2 F8,LiFeF4,F-Fe-Li,ABC4,0.015428944166667513,2.0,3.6584999999999996,1.4570078546004899,5.249358409738987,AlNbO4,NbAlO4,,1,1,-2.488504357871534,-0.19535764100417752,0.13778486474495288,0.11776578244452103,0.05299809930000221,0.1605012800000054,0.20711520272000297,
8993,3.1943404788681273,0.6666666666666666,mp-12266,12,3,3.8105309222498933,140,Ca2 Cu2 F8,CaCuF4,Ca-Cu-F,ABC4,0.0,3.0,0.7948999999999999,1.2193532546826176,3.394303142369789,,,1457.0,0,3,0.3969928531962523,0.11054159483186998,0.2540854610183718,0.19350748722613248,0.6452204355900055,1.6102454499999794,1.0030247520499889,
9021,2.6495061333285896,0.6666666666666666,mp-1176693,12,3,2.9187873658958265,12,Li2 Fe2 F8,LiFeF4,F-Fe-Li,ABC4,0.015428944166667513,2.0,3.6584999999999996,1.4570078546004899,5.249358409738987,AlNbO4,NbAlO4,,1,1,-4.96028436590268,0.16256102759209656,0.15915205399268562,0.06904446660735464,0.0,0.06396558000000141,0.15411710342000076,
9056,3.0139219934434722,0.3333333333333333,mp-4662,12,3,3.462907547345604,14,Sc4 O4 F4,ScOF,F-O-Sc,ABC,0.04772863500000035,2.0,4.575200000000001,622.339505742885,1945.9367973120534,,,2098.0,1,2,-2.395068212226306,0.22370753319598302,0.2823455934155632,0.09720159783463726,0.13011946172998945,1.71319275999997,1.0595428252399834,
8921,3.53905534,0.3333333333333333,mp-1539853,12,4,3.0373809597579084,11,Li2 V2 O4 F4,LiV(OF)2,F-Li-O-V,ABC2D2,0.0,1.0,,37.651909664940305,147.21796692929448,,,1734.0,1,1,3.681562988699625,-0.1445288804061846,0.5329391725047952,0.2897694905009066,0.7399404871199556,2.2629590599999574,1.3613645239399768,
9070,3.154882853027553,0.16666666666666666,mp-1176477,12,3,4.765842834739469,74,Mn4 O6 F2,Mn2O3F,F-Mn-O,AB2C3,0.05495951645833497,3.0,,0.48464653680851666,1.3700434142990707,,,298.0,1,1,2.622588672927577,-0.48850323129968043,0.2913932316611483,0.0,0.0,2.175319840000043,1.3132505921600237,
9050,2.9171650654856154,0.3333333333333333,mp-4662,12,3,3.462907547345604,14,Sc4 O4 F4,ScOF,F-O-Sc,ABC,0.04772863500000035,2.0,4.575200000000001,622.339505742885,1945.9367973120534,,,2098.0,1,2,-2.495126854123555,0.17117028081971508,0.14997299005936782,0.06197777446167758,0.0,1.476180989999989,0.929423363509994,
9109,2.5492183227038723,0.6666666666666666,mp-758091,12,3,3.613215625914889,88,Li2 V2 F8,LiVF4,F-Li-V,ABC4,0.0792584933333309,3.0,,37.78188228204739,141.1076311707192,Scheelite,CaWO4,,1,3,-2.262040598008298,-0.11109097140768798,-0.17287409247014285,0.08206271519423496,0.03895053434996465,0.011106309999945552,0.1250973641899701,
9066,2.9830807945326687,0.6666666666666666,mp-3521,12,3,2.4136827403249046,63,Na2 B2 F8,NaBF4,B-F-Na,ABC4,0.0,1.0,8.0695,0.47739286903822326,2.174031403789654,Anhydrite,CaSO4,,0,3,4.651157020017308,-0.18356436198074566,-0.3177951485294641,,,2.95445038999992,1.7409932641099561,
9110,3.7426695735024924,0.6666666666666666,mp-34081,12,3,3.8146624827892306,141,Na2 Y2 F8,NaYF4,F-Na-Y,ABC4,0.0,3.0,6.9274,5.909986607160836,15.727315886540081,Scheelite,CaWO4,,1,3,-0.023281184893221507,0.25695208765062505,0.41631469147057265,0.4736115877263405,1.001208813029979,2.8517663499999344,1.684619726149964,1.2596543099999735
9104,2.709769079453645,0.6666666666666666,mp-34081,12,3,3.8146624827892306,141,Na2 Y2 F8,NaYF4,F-Na-Y,ABC4,0.0,3.0,6.9274,5.909986607160836,15.727315886540081,Scheelite,CaWO4,,1,3,-2.282580601287009,0.29964785933211235,-0.41555511709090576,0.06692483456628898,0.0,1.028070879999973,0.6834109131199851,
9119,2.811998350802623,0.6666666666666666,mp-1209940,12,4,4.750394094716893,97,Na1 Sm1 Cu2 F8,NaSmCu2F8,Cu-F-Na-Sm,ABC2D8,0.0,3.0,0.8104,3.191296201050757,7.053695139499279,NaGdCu2F8,NaGdCu2F8,,0,3,-1.472519012822886,0.09235000753492684,-0.022079491181926425,0.05557388917874267,0.0,0.3689967999999908,0.321579243199995,
9106,2.7490039999999993,0.6666666666666666,mp-34081,12,3,3.8146624827892306,141,Na2 Y2 F8,NaYF4,F-Na-Y,ABC4,0.0,3.0,6.9274,5.909986607160836,15.727315886540081,Scheelite,CaWO4,,1,3,-2.228335721702706,0.3149232173181056,-0.39887303365923055,0.08237290777316926,0.005517329220017131,1.0381206600000041,0.6889282423400023,
9122,2.9552750778323005,0.6666666666666666,mp-1209940,12,4,4.750394094716893,97,Na1 Sm1 Cu2 F8,NaSmCu2F8,Cu-F-Na-Sm,ABC2D8,0.0,3.0,0.8104,3.191296201050757,7.053695139499279,NaGdCu2F8,NaGdCu2F8,,0,3,0.27364638751714665,0.10719041138114194,0.19832819424519021,0.10935741004615353,0.3327822407699995,0.97515752999999,0.6543614839699945,
9133,4.753489849607702,0.16666666666666666,mp-783906,12,3,4.687292576423216,63,Mn4 O6 F2,Mn2O3F,F-Mn-O,AB2C3,0.2539764347916673,3.0,0.0,0.48464653680851666,1.3700434142990707,,,3167.0,1,3,12.17340767400583,0.5577740487387135,1.148693730468496,0.13780236138561713,6.1842612330899875,15.936727320000045,8.868263298680025,
9121,2.949285256347918,0.6666666666666666,mp-758054,12,3,3.59996792576086,15,Li2 Ag2 F8,LiAgF4,Ag-F-Li,ABC4,0.039348144999999946,3.0,1.0323,113.80831565577428,298.2354243760499,,,3174.0,1,3,-0.14841079639882082,-0.41860736265357024,-0.11063165679420095,0.17095730001738257,0.04380657659998427,0.7092796299999691,0.508394516869983,
9075,4.64271120078441,0.16666666666666666,mp-1176477,12,3,4.765842834739469,74,Mn4 O6 F2,Mn2O3F,F-Mn-O,AB2C3,0.05495951645833497,3.0,,0.48464653680851666,1.3700434142990707,,,298.0,1,3,3.0452163175114038,0.37654651392012317,1.1151274930731077,0.4715954338301585,7.447759835939978,15.741366900000003,8.761010428100002,
9120,2.922269665144325,0.6666666666666666,mp-758054,12,3,3.59996792576086,15,Li2 Ag2 F8,LiAgF4,Ag-F-Li,ABC4,0.039348144999999946,3.0,1.0323,113.80831565577428,298.2354243760499,,,3174.0,1,3,-0.6447030913873277,0.14758701860045864,-0.11647049376190122,0.16023127625754283,0.0,0.6294862299999977,0.4645879402699988,
9107,2.513842497524524,0.6666666666666666,mp-758091,12,3,3.613215625914889,88,Li2 V2 F8,LiVF4,F-Li-V,ABC4,0.0792584933333309,3.0,,37.78188228204739,141.1076311707192,Scheelite,CaWO4,,1,3,-2.2871082898009263,-0.1766673305032822,-0.2942608582360928,0.06704679399796767,0.0,-0.05984183999999004,0.08614682984000546,
9063,4.938258,0.3333333333333333,mp-4662,12,3,3.462907547345604,14,Sc4 O4 F4,ScOF,F-O-Sc,ABC,0.04772863500000035,2.0,4.575200000000001,622.339505742885,1945.9367973120534,,,2098.0,1,2,4.141913124140046,0.15664769664820488,0.7824875349746836,0.7977454558899163,2.5019999894699994,6.033558019999987,3.4314233529799933,
9126,4.3850832302078695,0.16666666666666666,mp-783906,12,3,4.687292576423216,63,Mn4 O6 F2,Mn2O3F,F-Mn-O,AB2C3,0.2539764347916673,3.0,0.0,0.48464653680851666,1.3700434142990707,,,3167.0,2,3,8.139756883073005,-0.2244206391980006,0.6971161110510076,0.04962000804834956,0.0,4.672134910000068,2.684002065590038,
9071,4.241877341097636,0.16666666666666666,mp-1176477,12,3,4.765842834739469,74,Mn4 O6 F2,Mn2O3F,F-Mn-O,AB2C3,0.05495951645833497,3.0,,0.48464653680851666,1.3700434142990707,,,298.0,1,3,12.987050225447092,0.19973930031131704,1.0412896155272047,0.3445435341686172,3.911874004439928,9.300773399999912,5.225124596599952,
9128,4.564891496484445,0.16666666666666666,mp-783906,12,3,4.687292576423216,63,Mn4 O6 F2,Mn2O3F,F-Mn-O,AB2C3,0.2539764347916673,3.0,0.0,0.48464653680851666,1.3700434142990707,,,3167.0,2,3,6.6800413542782735,0.13068589732084246,0.8869154539673934,0.09265918062237442,1.1613867878699562,6.787593539999989,3.845388853459994,
9124,4.177781670112633,0.16666666666666666,mp-783906,12,3,4.687292576423216,63,Mn4 O6 F2,Mn2O3F,F-Mn-O,AB2C3,0.2539764347916673,3.0,0.0,0.48464653680851666,1.3700434142990707,,,3167.0,1,1,13.565418262382082,0.22454004369561176,1.1929636236302676,0.0,1.7785422556199713,7.911738290000017,4.462544321210009,
9159,2.785792865898731,0.25,mp-1224894,12,4,2.542715122344791,12,Ga1 H6 N2 F3,GaH6N2F3,F-Ga-H-N,AB2C3D6,0.0,0.0,,10.436203277657476,64.91013801363086,,,1488.0,1,1,-2.877198807507284,,,0.0,0.0,1.1711512699999957,0.7619620472299977,
9179,2.7923853291931477,0.6666666666666666,mp-776339,12,3,3.239347645467319,13,Li2 Fe2 F8,LiFeF4,F-Fe-Li,ABC4,0.07691297083333382,2.0,3.3666,1.4570078546004899,5.249358409738987,,,4494.0,1,3,-1.2629065936391726,0.10624501360015026,-0.18225152740370731,,,0.4090946000000031,0.3435929354000017,
9138,2.756853948762247,0.3333333333333333,mp-4661,12,3,3.753752506432047,14,Sc4 O4 F4,ScOF,F-O-Sc,ABC,0.0,2.0,4.5236,622.339505742885,1945.9367973120534,,,1027.0,1,2,-1.7414872714316516,0.10047949931882849,-0.1139820788991246,0.06025173483434347,0.0,1.1486534299999676,0.7496107330699823,
9141,2.798469844264851,0.3333333333333333,mp-4661,12,3,3.753752506432047,14,Sc4 O4 F4,ScOF,F-O-Sc,ABC,0.0,2.0,4.5236,622.339505742885,1945.9367973120534,,,1027.0,1,2,-1.8133412706743002,0.16992911293531443,-0.07661075960948249,0.07625669056409137,0.061824526019996884,1.261266409999962,0.8114352590899792,
9191,2.9311364413694343,0.6666666666666666,mp-1226775,12,3,5.810096614644753,14,Cd2 Pd2 F8,CdPdF4,Cd-F-Pd,ABC4,0.08372120222222312,0.0,0.0,10536.473416913925,17869.053266089973,,,1478.0,1,2,-1.7085353836271224,0.24659134868185362,0.16116636974262954,0.019636486158088853,0.28376099316001613,1.0786549200000195,0.7111815510800108,
9184,2.900602717660365,0.6666666666666666,mp-1226775,12,3,5.810096614644753,14,Cd2 Pd2 F8,CdPdF4,Cd-F-Pd,ABC4,0.08372120222222312,0.0,0.0,10536.473416913925,17869.053266089973,,,1478.0,1,1,-1.825915505155308,0.21890693722226295,0.1509583299421502,0.009014906653078926,0.0,0.5617860799999903,0.42742055791999467,
9188,3.274832015038412,0.16666666666666666,mp-755197,12,3,4.204046681375384,74,V4 O6 F2,V2O3F,F-O-V,AB2C3,0.0008033949999965984,3.0,1.1012,72.82915954420781,215.62449872388152,,,298.0,1,1,2.7673231555640996,-0.6399473385274028,0.327934656938607,,,2.7258842700000514,1.6155104642300284,
9196,2.8045199654457096,0.6666666666666666,mp-765559,12,3,3.966881884083939,15,Li2 Ag2 F8,LiAgF4,Ag-F-Li,ABC4,0.0,0.0,1.4119000000000002,113.80831565577428,298.2354243760499,,,1505.0,1,1,-1.0756762206003714,0.08296533013271823,0.19022793417697503,0.038716043616339756,0.051331269419976344,0.6454096199999526,0.473329881379974,0.2846962700000404
9228,2.8371015363244374,0.16666666666666666,mp-1295085,12,4,3.4898098211552426,15,Li4 Mn2 O4 F2,Li2MnO2F,F-Li-Mn-O,ABC2D2,0.03343577624999039,3.0,,2.539733837098323,10.598364910436995,,,1677.0,1,1,-2.9249204046875548,0.3413832237029806,0.2525365927671914,0.0,0.0,1.1095666200000096,0.7281520743800053,
9206,2.7982317146450657,0.6666666666666666,mp-755801,12,3,2.5823941227050655,15,Li2 V2 F8,LiVF4,F-Li-V,ABC4,0.0,3.0,2.1167,37.78188228204739,141.1076311707192,,,3115.0,0,3,-2.9176850522080713,-0.17340889575463914,0.15887375425199712,0.043971284313398015,0.0,0.39982290000000376,0.33850277210000207,
9210,2.80361712676508,0.6666666666666666,mp-755801,12,3,2.5823941227050655,15,Li2 V2 F8,LiVF4,F-Li-V,ABC4,0.0,3.0,2.1167,37.78188228204739,141.1076311707192,,,3115.0,0,3,-1.4494807516971377,-0.17340889575463914,0.08565948261884593,0.045980487331883986,0.036700370009989824,0.46667238999998517,0.3752031421099919,
9197,2.8549658988563213,0.6666666666666666,mp-765559,12,3,3.966881884083939,15,Li2 Ag2 F8,LiAgF4,Ag-F-Li,ABC4,0.0,0.0,1.4119000000000002,113.80831565577428,298.2354243760499,,,1505.0,0,3,-1.4679520629758827,0.10952675636293296,0.1948680280507693,0.057399811610295344,0.0,0.5519100399999957,0.42199861195999766,
9249,2.5382134403693617,0.6666666666666666,mvc-16579,12,3,3.9616378369343077,140,Mg2 Fe2 F8,MgFeF4,F-Fe-Mg,ABC4,0.14280555916667925,0.0,3.5858999999999996,0.4397882549520186,1.4082812841896788,,,1457.0,1,2,-2.498751220724216,0.163619546701262,-0.24227505195739063,,,0.3817241899999999,0.32856658030999997,
9275,2.8551887586358355,0.16666666666666666,mp-759482,12,4,3.5408969844977816,12,Li4 V2 O4 F2,Li2VO2F,F-Li-O-V,ABC2D2,0.059719913749997744,3.0,0.0,38.71199034079796,167.12033895756903,,,1696.0,1,1,-1.1870066628346194,0.30419731235813385,0.2415727391954161,0.0,0.0,1.2868123299999752,0.8254599691699864,
9180,4.028753999999999,0.25,mp-1224894,12,4,2.542715122344791,12,Ga1 H6 N2 F3,GaH6N2F3,F-Ga-H-N,AB2C3D6,0.0,0.0,,10.436203277657476,64.91013801363086,,,1488.0,1,3,,,,0.4461785904173006,7.03521186993,13.985744839999995,7.797173917159998,
